Modified Dist2 [id: 2]	
0.895513	1.11749
6.73101	-3.9806
7.00815	0.196224
2.28312	11.8591
5.63126	-1.95214
9.68603	17.4402
6.98386	14.445
1.76421	-5.23886
6.37312	3.76733
6.11979	1.68697
0.625189	4.42944
5.42206	3.66372
7.50789	4.10399
6.53497	-7.82
11.4026	0.55365
10.2704	-0.853067
-3.73811	-0.724711
11.1582	24.6906
11.0108	-1.01436
5.65566	22.7283
4.22852	3.03778
8.92838	0.145188
8.79252	15.4701
10.0207	-8.62722
8.7966	4.54861
4.24026	4.52113
-1.17676	17.7589
3.398	2.49572
-0.651759	7.10014
2.70758	0.500328
6.15292	5.20635
-2.37987	-0.0210282
14.184	7.43044
7.26215	0.150451
1.88026	2.4778
3.78981	6.99005
6.87401	-5.62174
9.43274	8.64714
-5.42273	10.6079
0.282826	3.13836
8.0692	-1.32621
1.16643	15.9312
0.798336	13.2498
0.665597	-2.53445
2.58909	-1.19929
7.17231	0.859234
0.434504	5.3743
2.599	7.72449
6.30309	-3.02515
2.09047	-4.24622
5.24507	-4.37813
5.6915	0.534152
5.53834	-3.52864
8.06478	2.08019
0.0774453	5.5159
7.03906	-2.07357
5.22278	17.2448
7.59659	-3.52246
10.1834	-9.01993
7.70567	11.6127
1.76837	-4.95176
5.24711	-5.19888
0.805727	-9.11367
1.82195	8.45869
2.83648	24.169
4.15848	12.2578
13.2187	-24.2217
0.488789	-0.999582
6.90816	3.01566
3.40294	4.67855
1.61871	-7.38745
2.92837	3.89045
-0.817528	10.1039
7.18467	2.08406
5.0206	10.373
9.35672	-1.6023
6.45419	9.63643
2.97926	2.86213
-2.07459	-6.8144
10.6243	4.24698
10.1573	5.84731
6.7403	-4.48359
3.57795	16.5433
-0.3977	9.51348
3.92004	9.60491
7.17763	-3.77347
5.37321	-1.18597
5.96329	-1.71391
4.38566	18.2619
-4.64698	2.8539
1.67707	-2.78272
4.37567	-11.6237
2.17828	11.6188
10.9681	-6.48649
0.975765	-6.37305
7.77005	7.05941
-2.58575	14.878
4.0917	6.45849
-0.81105	8.46143
6.89421	8.61658
-0.631802	6.37199
5.01447	3.06355
7.03065	15.6275
9.89808	3.29734
1.0019	-0.495951
-2.09665	15.9307
2.33506	-5.21095
-3.04575	-0.490578
9.39181	-7.17849
1.30234	-0.00248088
0.125521	9.93104
-2.29603	-16.6634
4.72388	-5.47695
7.13007	-0.157592
2.20429	5.40645
2.97019	-4.58084
9.30331	17.9045
7.09803	-2.67716
9.68238	4.26097
5.40742	-5.24647
1.94048	6.77747
3.53836	1.09909
2.86595	2.66254
2.60469	-1.75013
-3.11283	-8.24017
0.741514	6.49314
3.18673	-2.88862
5.04667	15.7968
6.073	-6.32267
2.56094	2.27635
-4.09636	-3.06524
-2.04631	20.6595
6.61058	19.029
2.29141	-9.37009
4.11706	8.88344
5.51444	7.41022
3.65995	8.71734
10.7476	-10.8486
0.869276	-1.24951
3.92226	9.84907
2.23291	-2.36011
5.93351	-5.764
4.29668	2.06466
7.98146	-7.08128
2.57447	-11.3865
11.6109	8.38247
6.51849	1.78232
5.96985	7.62196
-8.96088	1.98654
1.99295	18.7556
1.37932	8.77497
-1.31937	5.04474
7.90036	7.78831
2.3164	1.38211
1.72439	0.747352
8.28848	-2.0309
4.42038	-3.17565
3.64529	3.3203
5.92599	-12.5674
6.0226	24.1324
1.1922	-3.82588
-0.584582	-2.17047
7.01827	6.07587
4.7121	-3.74589
0.726076	2.44128
2.03501	6.62138
-1.11827	2.63154
0.604019	7.00047
8.83449	4.31054
6.6113	2.65484
8.40765	3.8423
3.68758	11.285
3.90044	2.66808
3.17032	2.16819
2.47478	-6.91768
7.7085	6.68705
2.24615	5.45598
0.81399	13.5141
3.68446	9.69761
8.90457	2.73628
7.03198	0.0427759
9.1995	6.61765
4.10386	-8.42225
-2.67229	4.31932
3.34082	-6.03739
0.444458	10.8545
3.2083	10.7838
6.74453	-2.18268
-0.604305	-3.17614
8.62424	1.46813
1.5066	-2.26199
7.10293	-1.67237
0.941955	-0.587501
-5.12692	9.12066
5.37325	-3.69566
2.48866	7.44161
-0.0974678	13.5422
-0.530705	-3.21307
7.13693	3.16871
6.14393	-1.72443
4.85107	-3.75129
5.19673	4.01916
10.4187	-1.94704
6.52584	14.3189
6.92912	6.14952
4.46788	13.2668
15.6411	16.3674
9.00926	4.27071
9.27533	-6.45823
8.29034	10.4719
2.56969	4.80441
4.01285	6.8573
10.3359	0.0212018
8.10376	1.08776
3.73183	-7.71983
3.9418	-7.17394
1.08464	-3.5506
-4.14459	8.37958
2.67264	8.73253
4.8174	4.40061
4.10417	-2.41175
11.8956	15.9814
2.59003	-3.18553
2.64005	-5.08308
-0.524677	-17.977
5.88585	6.93743
4.58547	0.465843
5.61989	9.10611
-2.15015	2.90099
0.915924	6.33713
0.214104	10.5498
4.72733	-3.59633
2.22068	10.3953
1.55911	-2.94349
9.66143	11.4403
15.2083	-4.78988
8.82768	10.7398
-3.10843	9.03753
5.97426	-0.657421
2.19764	-2.35035
5.98639	10.7665
0.977227	4.07383
8.29416	3.6068
10.3849	1.61089
0.338397	10.1244
0.0882393	5.38835
7.99255	13.0667
3.94166	-0.111678
-0.054811	2.89152
2.6049	-0.890796
5.24244	5.34524
2.66918	0.939379
-7.68722	3.62832
4.5111	-27.0472
4.98548	-5.24511
-0.595001	10.2168
5.44293	9.10311
0.496493	10.7529
7.75229	-2.38966
7.19593	20.616
1.33309	8.8724
1.63524	0.496184
3.42054	2.32753
9.17353	-2.17362
-1.95734	4.29865
-0.848109	9.11392
3.4966	11.8538
7.00864	0.74362
2.11657	14.4598
11.4221	-5.77868
8.46378	-8.01837
7.20095	-7.63324
9.39899	2.16254
-1.12146	12.4925
4.38114	-3.62591
9.81458	0.292217
2.80169	0.35548
6.0159	2.94567
5.52495	7.78726
10.0383	4.1447
6.20888	-17.4305
10.1718	5.36086
2.63041	8.63556
8.79307	14.2976
7.77868	1.57569
9.25345	-0.327199
8.06864	15.0573
2.52577	-9.70035
2.6846	8.85814
0.53631	2.93156
3.99767	15.7648
4.01732	7.38382
-0.905523	27.6176
1.44138	3.94477
1.79704	6.85853
1.08625	5.21896
2.91366	-1.3782
8.54578	-2.12174
6.7415	-0.78552
8.00918	7.94075
-3.82563	3.3937
-4.98532	3.29542
3.22878	5.39017
-3.55291	-0.449254
5.44977	-2.96996
5.23892	13.0413
-2.91179	10.4324
5.14858	0.453314
4.57218	-10.9212
5.37972	15.7569
5.12611	6.38292
5.53622	12.3445
14.981	0.960716
-0.0582311	9.23404
-3.49629	14.8428
0.841184	12.0216
0.345428	2.88211
4.42471	4.28746
12.7369	2.57215
-2.32424	1.0826
-0.975278	-2.33065
2.89552	18.1616
4.4961	-0.933895
1.99708	10.2567
3.03237	-8.66526
1.00961	13.1398
1.20265	1.12439
6.9094	6.17355
3.90084	9.73885
5.87743	19.5162
-0.874485	-0.635253
-0.191498	6.23574
1.4279	3.74645
-0.495668	-8.05347
13.0725	14.1681
7.48391	14.7691
0.362201	-6.60353
10.7535	-21.0678
-1.02932	-10.9207
6.16277	7.73482
3.10916	3.69564
2.40007	19.1099
1.42432	12.6759
3.37239	-1.92431
3.19088	-2.44257
4.44938	-2.26631
5.08646	-3.63035
4.75555	10.4293
2.84131	-0.400997
3.15535	6.15134
-0.192087	7.4554
0.432538	4.36329
5.70176	21.6123
11.9227	-3.94928
3.98444	1.61374
5.40277	14.0539
1.0058	25.8916
10.1455	15.2678
4.24098	5.35635
5.04303	6.38106
6.86363	8.97239
6.35543	-8.80752
-1.82805	12.2194
-0.35475	20.4399
4.2428	2.20856
5.97901	3.0464
8.01414	8.41044
-1.04691	8.25751
8.24785	8.74183
3.36354	6.89134
5.96802	-4.25182
3.47925	3.97306
1.12118	2.07677
7.45539	12.6829
-2.78951	19.4351
4.66663	10.1384
4.62297	-0.480626
2.48555	2.34674
4.20124	-8.18892
3.97648	-2.50464
-1.09781	4.55892
-0.979426	-4.04802
10.9957	8.73636
1.80039	-10.6487
-0.391158	1.80319
-1.78799	0.44193
2.03507	4.87006
5.28508	19.094
6.77831	5.44062
2.29471	6.31856
7.88657	6.96621
-0.523214	-1.90534
-0.695653	22.8082
8.35318	-6.21714
9.29351	-0.472655
4.16948	-10.9914
0.744916	-0.582521
4.8333	16.1684
-0.20216	-1.48824
1.54771	-2.32087
6.89523	-6.79936
6.77202	8.04314
12.2921	17.1908
-3.37824	6.96199
7.03274	18.8308
3.92657	3.58117
9.65011	0.302606
-0.365319	2.86742
8.40058	-1.91409
1.65531	-8.06222
8.47604	2.39449
8.31785	-5.8454
4.01391	-11.8076
7.54497	8.61112
-1.15487	11.3889
3.55203	8.77161
10.3055	14.8924
6.59746	3.03602
6.14074	-11.1558
-0.0773591	5.15056
-1.03717	9.07524
7.44913	-3.16769
7.47304	8.20025
0.35302	5.01586
-2.57097	-13.4466
5.97182	11.3965
-3.10697	11.1458
9.10408	1.52844
3.73941	6.65739
7.66565	9.64205
2.79425	8.04267
4.73103	27.718
6.35931	7.47391
4.79073	8.76256
7.72807	8.14815
-1.01195	-6.6549
7.36243	2.09728
3.4264	8.82738
10.7316	-0.66683
3.16915	3.72644
-0.413282	-5.88723
6.94509	-3.1356
12.0838	15.0714
1.89533	1.85697
4.61882	12.9224
9.33325	-5.43004
13.1628	10.2622
0.0574996	2.54636
0.545189	2.10847
6.29531	7.38672
6.13602	15.7194
4.3881	-0.259744
1.15364	-3.18592
5.38806	19.574
5.09769	20.8666
2.92785	-3.34658
5.29151	14.7136
0.971813	1.63746
7.96243	8.54388
2.26551	-5.19922
3.52393	-15.1917
10.2632	7.79764
7.30668	11.7439
-3.10436	16.8724
-4.96867	-0.0591919
7.081	5.41071
6.6329	3.36607
4.36647	5.19839
1.25204	2.10813
-2.68557	12.1137
8.32547	3.1561
0.4125	10.4537
-3.44149	8.33608
3.6753	-0.173506
-1.0529	1.27503
2.09584	-11.832
4.14889	2.83544
5.26393	1.06508
3.82332	0.438475
1.28525	10.4534
1.39427	-2.87328
9.04356	5.52243
6.38315	9.16219
3.53734	-0.00309019
0.809571	-3.89271
-1.05737	2.74077
-2.85403	15.9965
7.50574	-5.7143
3.60919	16.6792
3.9765	-1.80729
-5.24629	7.82901
-1.44725	7.49734
3.85222	1.36553
10.5749	3.24567
6.24708	5.60988
6.34581	8.37333
2.49459	1.71806
-1.30283	9.98567
6.21775	10.0433
3.24073	9.33386
9.64171	7.54585
-1.33691	9.93533
10.1481	13.9425
-3.75702	-3.23097
9.90589	5.80643
3.47298	7.35403
-0.343574	0.405071
8.9073	13.9321
-0.0275767	-2.79204
5.94122	14.0564
1.02102	17.848
0.546383	20.5486
2.16974	-2.34658
14.6657	11.6474
-4.59851	2.72254
-1.6491	1.06152
3.03982	-10.2633
7.72625	15.2109
-0.0175604	-7.10547
3.00419	2.46596
-0.317028	4.475
-6.59903	0.615635
6.76608	10.3837
5.7921	4.11798
0.0929974	14.1499
4.89727	5.16743
6.76956	9.72907
8.54171	-9.10764
8.00021	-5.75332
4.49124	1.59086
-2.12868	3.00503
4.86095	-9.34547
6.97918	2.12845
7.0923	10.5074
3.27237	0.819573
6.19051	2.1878
6.80439	5.4462
5.55769	1.55153
8.47656	-12.1277
6.42012	8.02928
0.539202	2.00446
7.64984	2.46855
-4.5874	12.5909
-5.34072	4.59103
3.96101	1.01877
6.26481	-0.184258
7.36286	10.1945
-0.9722	7.05757
4.1449	9.10169
7.39912	13.2358
2.10892	0.252571
6.78806	9.16852
10.5973	9.53255
-5.74544	3.75847
4.47013	5.80783
7.31038	-5.13807
-4.00057	-9.67184
8.59723	6.90182
10.5507	17.8969
2.37003	9.20165
8.53838	13.4789
5.95325	-0.084669
-4.44679	-1.3685
5.85125	-6.34213
4.33819	-3.24902
10.9709	4.14286
3.42289	-0.965425
5.92978	9.57694
-2.82834	0.528243
0.967967	-9.80759
8.89988	2.95807
8.49314	-9.92669
-1.63115	3.85347
4.18962	-0.206163
3.78942	8.41013
4.62014	-1.19801
5.15398	-6.66192
-2.34529	6.96341
-0.266197	-8.85307
6.10831	-5.81561
12.1663	5.209
7.48918	-3.03618
-5.6852	-0.346735
10.205	-0.651599
-0.319972	4.04171
2.13114	-1.81651
-0.0886095	3.88138
2.01632	4.13843
1.76333	15.2956
-3.06047	10.9996
-1.2872	-9.71308
10.2489	2.60364
4.00987	10.6438
7.56602	-2.05256
0.945138	9.40005
5.69898	0.821298
4.02114	2.53263
6.0242	13.2979
5.95287	-4.1777
-0.665466	-1.63146
-3.57068	-0.753893
0.858713	-8.72133
0.184853	-2.55275
2.81473	7.37791
5.44162	12.7726
6.4868	12.7778
2.71051	0.965303
9.71482	3.85135
2.91378	-2.05087
7.26597	5.97974
1.40453	3.23845
9.79664	14.5561
1.36969	2.60597
1.81185	-8.50793
-0.363662	-2.45377
10.1627	-12.5356
1.64316	2.8836
12.3347	-11.4254
-1.29483	7.42068
5.39584	0.425921
6.64139	-17.9261
1.68203	25.2071
4.13279	2.38923
6.31434	1.50428
0.667512	-5.61131
3.19597	7.0072
4.41988	-6.82168
6.12782	-11.8023
3.41228	12.8163
3.4569	22.5396
5.36458	0.413696
8.46449	0.436882
2.26684	14.0368
10.1956	0.119371
-1.89087	10.3834
-0.39826	-7.36232
1.58653	-1.94809
5.6294	11.3376
8.31076	2.24957
6.94132	-13.0641
2.35654	-1.06513
6.06121	-1.11912
6.38443	-12.8188
0.910321	15.0187
7.28776	4.82422
5.89249	8.041
4.71191	-6.34696
5.84338	-5.77116
1.82155	8.82337
-4.35209	-1.03151
1.68505	-2.81443
9.54694	0.793145
4.87445	15.6888
2.64453	6.99195
2.3568	1.37703
4.40241	3.88823
9.22617	11.1993
7.01906	14.9914
0.274643	7.54261
4.10392	9.29702
4.93567	7.54221
5.24848	17.4475
4.85343	19.8441
3.28774	6.99799
6.52597	7.26232
-0.623771	3.50967
-1.35905	-14.6655
4.00705	5.00872
4.25656	-11.5851
8.59458	4.79122
3.69005	-3.89183
6.15371	1.60481
4.18311	-3.54363
1.14827	-6.96215
2.32948	0.200943
6.10501	5.20309
3.81999	5.37697
-1.26096	2.32321
6.42829	0.948959
3.98617	0.443814
3.22521	10.0756
6.70931	-0.293712
3.07183	-1.47633
2.65184	3.70833
2.45632	-0.259415
3.8288	6.74027
13.0332	4.24749
9.67647	7.29983
6.40011	7.39443
5.39071	4.11292
-0.0316078	-0.538316
8.37665	3.29868
4.06208	2.44138
5.99847	1.7836
8.32271	15.8672
2.61278	2.12178
3.19284	3.24837
3.08459	-6.37104
9.29075	-8.28378
-0.59585	8.7452
6.98623	9.71326
-0.170124	11.8567
1.73758	-2.40003
5.59746	-8.55548
4.40575	-7.28842
6.92774	18.3076
3.60986	4.7654
5.69365	-1.30964
0.637205	-5.92795
10.6524	8.03961
2.04114	10.0784
2.22106	-3.27079
1.26798	5.10376
7.81852	6.23701
8.9638	5.73791
6.87684	-2.39801
0.920405	8.63223
5.09525	5.92922
2.74872	6.20987
8.1788	14.2532
6.59188	7.4865
3.91659	11.3293
0.158341	-1.64909
5.75908	6.68031
3.68993	-5.35763
1.42627	1.4643
4.0838	7.46099
0.0539266	10.1009
2.96634	0.0298846
7.32453	-17.646
10.2356	-9.3085
1.45901	-0.396317
8.24352	8.47205
0.685699	9.09156
4.99948	2.49533
10.9609	0.690299
2.5549	8.93568
4.71502	-11.2015
1.23685	21.9031
1.94224	5.22836
2.54269	7.21626
6.94668	2.62285
5.35774	10.2395
5.27583	-3.5963
9.63012	-0.584891
5.25894	-4.95509
13.0376	-0.588697
-0.767597	-4.41753
10.5225	-13.9825
4.1084	2.10715
9.71853	8.37775
-2.37249	12.1311
6.57678	7.78444
-1.4326	-1.17172
-0.215592	11.1821
7.75727	-1.35304
6.90426	14.3967
4.59232	5.30813
5.68544	0.309846
-1.09285	7.89119
9.99351	-0.426506
6.60599	-9.6856
8.10543	8.83529
6.83003	2.80297
4.80393	5.38446
-0.729596	4.53072
0.0892843	0.724253
-0.640507	-5.71194
1.42201	13.0241
1.43748	3.17439
4.53969	5.12152
3.26716	17.0534
-1.8516	10.2875
0.348384	-12.1903
9.26088	7.99252
5.18268	4.47695
4.09075	-2.51663
-0.873613	0.798143
7.25691	-2.97982
-0.0991412	12.3287
0.186876	7.2558
5.46206	13.059
7.49996	5.98291
2.1852	4.66935
3.67053	6.36255
0.47332	11.3675
6.22495	24.2944
6.87331	6.28023
6.1973	2.11616
1.35499	-1.20543
1.88774	-1.45668
11.8867	15.8754
4.16376	5.14694
1.95272	-2.2441
5.01797	-8.30039
7.96174	13.502
3.38404	10.0759
-2.82309	-5.85325
-0.156587	-15.9417
-1.98781	5.29597
8.52448	10.0274
6.45506	1.6518
-4.23218	-4.73023
14.8123	3.73801
-1.50449	0.592404
13.1794	3.45009
1.9934	7.21189
-0.411127	1.00789
4.09731	-5.40562
2.96423	10.1239
2.01592	6.97691
7.76617	11.9978
3.68343	4.67433
0.230774	7.87842
16.6642	8.02056
8.32647	-17.46
-2.44829	3.75741
2.89827	-2.25229
-2.74221	-3.91962
4.30693	2.65515
4.13696	5.91284
0.167336	15.4265
6.54481	11.6771
1.7083	7.04129
-1.53178	4.94688
4.76541	6.59191
9.55768	-3.98479
3.00356	-2.49172
-1.453	10.4493
7.46026	1.55475
4.48473	-2.51725
0.727951	4.28002
4.35752	-4.73709
8.65553	-3.77379
4.58534	-4.05792
-0.373412	-28.6331
7.79773	1.70383
2.09329	6.16714
2.64525	-3.37623
3.56416	-0.0106066
-2.9867	-2.05681
3.83072	5.31979
3.75446	10.6148
8.24888	11.9887
2.85295	4.96259
3.16907	10.7057
-0.243738	-0.151534
-1.65692	0.0538233
4.68668	4.77237
3.93335	6.08511
4.5109	12.3606
1.99391	-9.62371
1.79746	11.3726
3.32105	3.49659
11.1959	-6.24837
5.9592	-2.17268
-2.59587	0.726139
5.69347	16.6126
-0.247036	6.88417
2.89826	-7.48002
-1.08234	7.24018
7.28385	1.32644
3.4917	4.08633
5.6375	2.54589
4.82254	2.89463
6.71178	-3.09389
1.39624	-1.80398
-1.08772	3.56175
1.58439	-6.97304
6.25855	10.929
11.0465	8.91141
12.3093	7.0059
9.49501	20.3249
0.0301541	4.36854
-7.25985	-3.38491
-1.68602	7.10163
3.70993	8.46895
7.92878	0.757964
-6.40328	2.23387
5.16122	-0.131577
-2.18973	4.52672
7.59376	1.94731
1.51658	-12.4328
2.19531	9.38269
7.04748	-12.2106
16.2017	6.05027
5.81748	7.18897
5.08899	11.2803
4.25746	9.65027
5.67862	5.33447
0.895346	2.71676
4.24983	-2.05217
1.28857	12.4367
4.42675	-2.15811
3.5104	-12.8842
4.1478	-7.28249
9.86728	7.38852
4.80641	-14.7401
9.39333	-9.77097
7.01398	12.9455
4.67023	2.2269
14.2645	0.651854
4.11736	20.5955
7.14961	4.23141
4.87526	-3.8741
6.23735	0.949361
6.97351	2.79401
0.447433	0.305223
5.78485	7.60364
1.74582	13.6502
5.38159	-7.57
-3.66184	0.3027
8.05334	6.71591
0.00318779	8.25402
8.34271	-8.01809
9.72989	-2.18014
2.30131	20.0876
11.4293	-5.04505
6.44511	4.57725
4.31493	1.52214
8.75871	10.9775
0.633248	1.56561
2.24646	8.53287
-6.31401	1.06038
5.65127	13.2973
0.308278	8.72062
-0.34307	-10.6351
-1.6243	13.8428
4.49173	1.15366
5.72579	1.6608
3.50836	-0.805826
3.08129	10.8379
2.0313	11.6386
6.31229	14.9927
1.33878	-0.960453
3.20283	1.20988
11.0205	10.9896
6.1375	14.3574
4.61925	2.14913
2.14717	-1.03138
-0.913369	8.73302
1.04328	9.5511
9.06461	-6.09876
-1.25924	0.280864
0.636286	21.4691
0.783827	11.8201
-0.420454	9.13706
2.80082	7.49284
4.82823	-3.66164
3.36797	6.6093
-4.14234	7.2059
5.63332	-3.40815
3.39554	5.36026
3.27571	3.90926
4.3835	19.6246
1.58409	11.8996
1.52218	12.7948
6.75259	0.053173
5.96134	8.14858
5.63217	-9.181
4.34416	9.33945
8.38934	0.131209
3.99176	6.13478
7.75926	3.11933
0.331667	-6.98371
-3.73664	3.41204
0.251154	2.30068
0.986825	-4.20152
4.12101	-13.9182
5.80841	4.50622
5.58317	8.87438
3.04468	-10.6535
11.4644	-7.91328
7.34281	14.2641
3.89857	13.9007
1.50542	6.20448
5.8255	-2.78495
-1.76644	1.4658
-3.01988	11.8127
-1.93887	8.51459
0.459765	10.0145
2.35862	6.92088
4.5001	0.408857
4.59955	21.3232
-0.815459	8.28202
9.03525	-6.01208
10.9059	-7.56732
2.78573	1.49768
4.49264	9.39902
5.24174	3.27524
0.843084	26.0234
0.246975	7.01906
1.5869	7.01195
4.01252	10.1694
8.11727	0.436811
1.98728	-1.25012
8.80042	2.26429
9.04041	-8.73592
5.66625	8.08767
-0.852994	11.5901
8.32598	10.0216
-1.80078	0.470158
8.98219	8.41938
-0.948691	5.9887
6.30231	16.1942
4.27391	8.55203
3.66996	-5.75045
-2.24997	8.18572
3.58798	-4.09497
0.915223	-0.0692664
1.62584	4.72883
8.74007	9.81597
7.57132	0.81095
18.6876	6.13498
2.60735	4.54222
8.32111	15.2653
6.08532	10.0944
-1.75644	-12.0479
-1.36599	1.77166
7.40409	-14.5586
11.7757	-9.76859
-0.196532	-10.1585
5.13238	4.72042
-1.7208	-8.13095
5.80134	11.9338
1.77367	8.85207
3.23199	-4.52756
2.99501	1.51904
-2.50412	-1.3618
6.73797	-17.0615
-4.30637	0.952
0.930726	4.59732
2.30087	10.0858
5.4245	2.74295
3.65125	-2.09854
5.61616	3.26256
5.65229	13.206
3.78133	8.90262
9.85102	20.6202
7.56888	4.05124
0.523052	8.78087
1.77961	8.95846
5.31797	-2.1426
8.4724	-3.48593
1.65476	12.3904
11.9664	4.63439
1.40144	-5.05295
3.19863	27.3213
9.33808	4.19925
5.99222	0.871515
2.50182	-21.7605
2.82465	-0.101915
1.24965	11.1722
7.75562	-0.988042
-0.0720754	9.63523
-3.57224	2.18419
3.84441	1.9226
12.6522	3.69363
7.61921	16.1879
9.98141	0.94172
2.49262	-3.02092
8.00061	-2.64607
4.44579	18.3298
8.139	6.36001
1.92046	2.75362
13.9231	13.5235
4.22926	4.95585
8.36255	-5.80187
5.67232	10.3664
5.57647	-4.01948
4.91848	2.0973
7.24748	13.1269
9.94456	6.36283
1.18287	-15.8394
1.64857	-10.4333
0.151614	13.9643
-0.371808	-5.69733
5.17453	10.2593
10.4505	7.45034
4.94359	1.46119
0.42042	3.49743
8.44951	5.32213
7.34601	2.94428
5.74624	1.5178
0.0522513	3.85105
3.15674	-1.12585
-1.11845	-3.95416
0.382716	4.0709
1.20109	-2.12741
4.22139	4.39958
-3.31087	12.8505
6.48299	-16.9706
-4.72783	-7.31531
-0.415259	3.25515
1.52557	-6.23365
0.816991	26.2007
2.86362	8.57062
1.8087	3.62654
-1.16705	-8.92827
-5.21937	1.34105
7.3089	-9.65005
7.57583	3.90922
4.56741	7.27323
9.13457	13.0548
1.48131	18.3044
5.22206	-2.47853
5.57599	12.2038
4.37753	13.9122
6.05757	0.179529
-1.52304	8.21883
2.85753	-15.3818
4.7995	-4.25532
0.755465	-6.85477
-1.66955	10.9097
4.96429	8.29872
0.319386	4.72003
-0.307343	13.8799
1.00455	10.4681
2.62867	-1.69619
12.1758	-2.35914
6.67565	-0.0920333
4.93598	5.61205
-0.69935	-0.824893
5.38337	-10.3361
3.55903	10.5446
2.37256	5.31977
3.80378	7.30642
6.67471	1.40345
5.71804	8.65684
4.50196	5.02962
0.861441	-1.82314
13.4617	-1.42799
0.302621	1.84774
2.19075	0.821101
4.8034	19.8452
0.80862	-0.221146
0.603875	5.52027
6.75909	19.9894
6.69279	0.462348
-0.522779	-7.17163
-2.96848	-9.19755
2.18318	-18.7066
10.9557	-0.533535
-6.56099	9.67673
7.09031	-13.7448
4.59344	4.97167
5.86656	15.4865
11.6171	4.34345
3.28962	5.85337
-3.77908	10.9052
1.3499	7.413
7.0788	7.6215
7.46698	18.2708
2.85057	-7.10888
2.96406	15.2916
5.27135	1.20936
2.34959	9.40735
1.91261	11.0765
5.51929	5.01764
13.1119	15.2917
1.00965	3.708
6.23418	1.10936
0.402927	-6.36143
7.08586	5.9648
-2.10858	10.4395
16.2496	25.6458
8.44126	8.32597
2.13196	0.765636
1.59148	11.3235
4.56785	-2.79664
6.36633	0.963869
0.7982	13.058
4.21961	4.12541
2.88878	17.8388
6.303	7.11611
4.93975	-3.89457
5.42329	8.10189
-1.14912	0.278012
5.3587	13.8307
2.6192	5.06236
3.35828	-11.0421
11.346	9.0434
2.02149	9.75388
0.816689	-6.27515
-1.92675	6.95805
13.6105	7.34255
8.65573	14.4439
1.89235	6.53494
9.8615	7.64917
0.800795	2.44067
0.31982	5.86047
3.0517	12.8082
6.43231	8.12122
4.33655	-10.5438
11.7532	-0.621363
6.98676	15.2019
-0.30748	-9.0342
9.30719	12.8965
6.4955	15.1033
7.84755	8.15176
1.23427	-7.95717
4.14762	2.7999
8.38376	0.324245
7.88467	6.45783
0.749582	8.8084
7.52766	-11.2493
6.40475	1.67511
4.7367	6.95746
7.02953	8.9799
1.58503	11.4596
1.81997	-2.89675
2.50686	-0.430098
3.99599	8.07689
6.32906	-18.3055
1.00769	10.1609
-5.97532	13.1545
-2.4127	-8.05161
6.247	0.809892
6.83897	7.22175
6.31054	9.95377
6.51889	1.87381
-0.228852	-3.30404
4.49542	13.4665
8.05949	3.09196
5.42702	12.3481
0.926648	-5.84337
7.10434	11.0154
-0.742078	0.612217
9.11294	7.54452
3.47003	11.3102
-1.24617	7.12939
8.26889	10.6057
5.68979	4.32746
9.3436	4.90783
2.82647	13.0491
-0.488134	11.0505
6.58809	-11.6807
6.34415	-6.95446
7.63067	8.98878
4.03175	11.4223
-0.599052	0.124825
7.14014	5.59909
4.89023	5.89576
4.91655	-0.218855
6.5636	-0.567719
2.4657	7.25055
0.342265	10.3184
7.20146	1.37205
8.64364	10.2875
9.72502	11.8706
4.85458	1.72768
9.19642	3.47652
-4.89715	10.223
2.71369	5.32818
5.71082	1.46664
6.50743	9.57606
1.70231	7.29624
8.58215	-4.11743
1.44413	-4.38928
3.98359	10.8305
4.07055	6.38964
-2.02633	0.866945
3.15315	6.84871
3.80941	-6.20757
4.46393	-13.2115
1.86164	11.1296
5.41217	-11.392
4.07107	-2.81768
7.7166	3.4148
9.1566	-10.5828
14.5821	-0.607879
4.14616	5.83381
7.74704	6.50092
4.91001	27.1299
8.20206	-5.68762
13.6884	-7.14678
6.26932	-0.342791
4.73322	4.24281
3.68649	1.39984
4.81627	-0.75719
6.0024	4.15882
2.85618	-11.0878
6.97645	5.24649
5.45062	5.56084
3.7354	5.13005
12.1225	5.16215
2.84899	16.5305
0.549511	4.87201
5.28335	-1.16912
4.44544	6.70567
4.05175	14.4282
6.90634	-1.75492
13.8988	10.8956
5.45654	10.1659
-8.56931	13.8497
6.79239	2.25245
2.59713	3.13191
2.91658	-4.76862
2.82057	4.56444
9.10548	5.35365
9.03183	9.84613
8.18283	-1.98068
0.388278	14.9576
3.09386	17.7554
8.88487	5.74883
3.35578	14.5934
6.10981	7.23562
1.46483	-3.14302
5.51177	-5.45306
1.98703	0.443727
3.77339	9.50963
-2.79367	8.08454
0.450548	-4.42662
2.66445	9.6383
1.35462	-0.560694
4.36244	0.575488
4.23565	16.926
3.08321	9.80824
5.85821	-2.25836
9.08813	0.119327
1.73665	5.19919
3.60083	0.862587
2.53473	3.37091
5.51789	-0.738646
7.62265	0.789476
7.0776	1.75054
8.44867	2.00716
6.26927	14.7672
4.77583	-2.27922
-0.783564	-5.73743
6.67176	10.7184
-0.643896	10.9143
9.11906	-12.1731
0.046409	-5.94506
-1.02698	7.15364
8.17426	-10.5635
-10.7979	3.17937
